review_id,review_body,stars,product_category
es_0988560,"Llevo dos, y la botonera falla enseguida . Justo cuando ya no lo puedes devolver",Negativa,drugstore
es_0998191,El contenido del stick venía despegado. La barra se despegaba a la mitad y se salían los dos caras al intentar esculpir la piel. Es un 2x1 engañoso. No os dejéis engañar.,Negativa,beauty
es_0331939,"No es lo que yo quería, se queda un poco obsoleto. Demasiado caro para lo poco que tiene el reloj. Muy mal. Totalmente descontento",Negativa,watch
es_0954195,"El producto ha llegado mal, imprime una linea en medio del documento",Negativa,office_product
es_0244577,Dibujos muy simples al igual que la canción. Es el libro que menos usa mi hijo. Precio no corresponde al valor.,Negativa,book
es_0387624,"Primero me dicen que ya me lo han enviado, después que la compañía de transporte ha devuelto el paquete y me reintegran el dinero. No sé mas",Negativa,industrial_supplies
es_0161993,"Después de pasar un mes de que debería haberlo recibido y contactar varias veces con ellos, incluso los de Amazon escribirle por mi en inglés y decirles que me lo envíen de nuevo no hay manera de que los envíen, me toca hacer una reclamación para que me devuelvan el dinero a través de la garantía Amazon, trato del vendedor pésimo.",Negativa,automotive
es_0671675,no trae ningunas instruciones de uso.,Negativa,home_improvement
es_0257665,"Se desconectan solos, unos de ellos funciona cuando quiere. No los recomiendo",Negativa,electronics
es_0213782,"La colonia Loewe Aire, no tenia ningún precinto que acredite ser original ó falsa, lo cual me hace no darle mas puntuación",Negativa,beauty
es_0503892,Parece otra cosa en imagen y además con poca potencia. Es demasiado caro para lo que es y el sonido que te da no corresponde con lo que pagas,Negativa,musical_instruments
es_0312158,"El emparejamiento es fácil pero el volumen es muy bajo, imposible hacer que suene con más potencia, he probado con otros de amigos y se escucha más alto",Negativa,wireless
es_0057086,"No es lo que la foto es mucho mas pequeño la niña de 7 años no entra, al devolverlo me cobran los gastos de envio",Negativa,furniture
es_0477556,no es lo que esperaba,Negativa,home
es_0186845,no he notado nada he acabado el frasco y no se si me tengo que tomar mas para ver algun efecto,Negativa,drugstore
es_0566823,Demasiado pequeña y no se oye cuando los cazas. Da la sensación que no caza ninguno. Tuve que comprar otra.,Negativa,furniture
es_0568224,"Ha durado poco, no recomiendo para niños 10años",Negativa,pc
es_0448278,Se rallo la hebilla la tercera o cuarta vez que me lo puse. Un fake! al principio tenia buena pinta pero no duró nada. Dinero tirado.,Negativa,apparel
es_0650925,"La pantalla no ajusta bien, queda sin pegar por el contorno. El tacto tampoco es el esperado, da muchos errores de pulsación y hay que apretar más de lo normal. No me ha gustado.",Negativa,wireless
es_0319310,"No me ja gustado que no se ajusta tan bien y al ser los filos de tela, se cae aunque lo sujetes con parasol",Negativa,automotive
es_0519172,La muñeca no es la que sale en la foto no estoi contenta pedi una y me mandaron otra la devolvi y me han mandado otra vez otra que no es la de la foto,Negativa,toy
es_0065067,Da un ligero masaje pero no noto los beneficios. No me parece algo práctico. Es verdad que trae los 5 cabezales pero no noto resultado alguno.,Negativa,personal_care_appliances
es_0274504,Supongo que bien porque devolvi el reloj que era malo no lo volveria a comprsr,Negativa,electronics
es_0427811,"Hicimos un pedido de dos, y vienen los dos fundidos, asi que me los comeré con patatas, malísimos, no valen para nada",Negativa,sports
es_0874104,Da mucha luz pero dejo de funcionar al poco de comprarla,Negativa,home_improvement
es_0207969,no pensaba escribir esto pero creo que es necesario despues de que acabo de recibir otro envio con problemas el embalaje bien pero la caja del juego rota el juego funciona pero esta claro que la calidad de Amazon y sus asociados esta bajando a pasos agigantados.,Negativa,video_games
es_0772688,No funciona. Y me llego impar. Solo pude utilizar uno y en 2 semanas solo se colaron 5 mosquitos.,Negativa,lawn_and_garden
es_0821113,Son unos sinvergüenzas que no me hacen mi reembolso. Puta escoria me toca los ... con los comentarios. Y lo peor que amazon no se responsabiliza,Negativa,apparel
es_0752183,Llegaron defectuosos y tuve que devolverlos,Negativa,electronics
es_0594518,"Al segundo dia la luz de adorno ya no funciona, la cantidad de frio es muy relativa apenas hay diferencia entre la 2 y 3 marcha de potencia. Haria falta más potencia y más frio.",Negativa,home_improvement
es_0051740,Es de vergüenza que nunca haya llegado a recibir el portátil. No os fies de amazon. Al primer problema os van a decir que os busquéis la vida.,Negativa,pc
es_0835398,"Tengo un iPhone 7 (con funda normal encaja bien) y la conexión al pc se hace rápida y correctamente para iTunes o iCloud, pero la carga no es correcta, solo carga si lo conecto a la corriente, lo cual no me parece útil ya que en mi caso lo tengo para cuando trabajo con el pc",Negativa,wireless
es_0971875,"El paquete ha llegado abierto, tanto la caja como el embalaje de la crema, y el bote de crema con media vuelta de rosca abierto, así que en las condiciones queja llegado no pienso aplicarlo en la cara.",Negativa,beauty
es_0236680,"No se ajusta a las medidas y al final se rompió donde se engancha el cable, total no lo he podido poner y comprobar nada",Negativa,home
es_0257908,"Pone que es para muebles de 50cm exterior y tableros de 16-18 mm, pero encaja a la fuerza, se pueden ajustar pero solo para ampliar, mi mueble es de 50cm exterior y paredes de 18mm y no sirve, pero paso de devolver OTRA VEZ algo que no especifican bien las medidas, he tenido que cortar y ajustar las pestañas de las guías y aún así encaja justo, no recomiendo este producto, aunque el acabado es bueno.",Negativa,kitchen
es_0719758,No vale para cama de niño.. Es tamaño cuna. Encima no se hacen cargo de los gastos de envío para su devolución,Negativa,home
es_0346563,"No es de acero ,llegó bollada contacto con el vendedor muy bien y respondio al las pocas horas me devolvieron el dinero sin problema gracias recomiendo vendedor",Negativa,home
es_0892398,Estructura endeble. Sistema de cierre poco fiable ya que puede saltar con alguna vibración. Ganchos sujeción inferiores peligrosos para animales inquietos.,Negativa,lawn_and_garden
es_0014899,La verdad para mi gusto lo encuentro bastante feo; el material es de mala calidad y cuesta mucho abrir las cajas de las píldoras.,Negativa,personal_care_appliances
es_0843113,Se me despego a las horas de haberlo puesto. Lo volvi a pegar y al final tuve quw quitarlo porque se despegaba continuamente. El producto a mi parecer HORRIBLE.,Negativa,wireless
es_0918449,Me falta un anclaje. ha llegado incompleto,Negativa,furniture
es_0021822,Ami me pasa igual no dura nada la batería,Negativa,sports
es_0236588,"El problema es. Talla correcta pero mal confeccionado. No me llega al cuello para atarlo y mi estatura es normal. Una pena. El body es bonito,calidad no es bueno pero tampoco malo, te hace el apaño y es muy sexy si pudiera ponérmelo claro jajaja,pero no te lo puedes poner porque le falta tela,no llega al cuello.",Negativa,apparel
es_0556195,"Los devolví los tres, ninguno funcionaba.",Negativa,home_improvement
es_0709382,"Buenas, me aparece k el producto a sido enviado y no lo recibí",Negativa,baby_product
es_0092818,"Se esta despegando las puntas , casi no las a usado y ya esta rompiendo",Negativa,shoes
es_0530154,No es lo que yo he pedido el que habéis mandado no tiene mando. Y yo lo solicite con mando,Negativa,wireless
es_0436306,"No me enviaron la que pedí y me puse en contacto con el vendedor pero no me solucionaron, al final como era muy poco dinero lo dejé estar, pedí el cargador para la miband 2 y me mandaron el de la 1",Negativa,wireless
es_0513073,"Es muy barato, pero se adelanta 15 min en 1 mes. La calidad de materiales es muy mala.",Negativa,automotive
es_0862564,"No me ha gustado, imposible emparejar con Strava, wahoo fitness y otros",Negativa,sports
es_0150689,Vienen con tara por lo que las tallas en la misma caja eran diferentes,Negativa,apparel
es_0787160,La idea es muy buena!!! Pero la realidad muy diferente... Es mas pequeño que el hueco universal de 1din (hueco de la radio) por lo tanto le sobra mucho espacio y no queda encajada (a menos que hagas un mega apaño). A devolver!!,Negativa,automotive
es_0308779,"Ola buenas tardes el enbalaje a venido my dañado esto no se puede entregar asi, asik espero k me devolvais algo dinero y sino no volvere a comprar nada mas",Negativa,kitchen
es_0870253,"Mal servicio de entrega. Varios días de retraso sin motivo justificado. Nueva fecha de entrega y tras todo un día de espera, sin noticias del producto.",Negativa,pc
es_0998807,"Después de montarla el sensor de proximidad no funciona,por lo que hay que pintar con un permanente la parte interior de la pantalla por donde va el sensor. También he notado que sobre fondo blanco que se ve una mancha de color azul del tamaño de una moneda en la parte inferior derecha.",Negativa,wireless
es_0650246,Lo peor que he comprado. Me guíe por opiniones y para mi opinión es malisima. A mi no me quita ni una arruga y el suelo se pone perdido de agua. La usé dos veces y ahi la tengo muerta de risa,Negativa,kitchen
es_0270961,el tio me devolvio el dinero porque no llegue a recibir el pedido . fue muy mal educado conmigo. mal,Negativa,personal_care_appliances
es_0730341,"No sirve para la miel, es demasiado densa y tarda muchísimo en caer.",Negativa,industrial_supplies
es_0400724,"Me ha llegado con el blister medio abierto donde se aprecia que han dado el cambiazo a la cabeza de la oruga y han puesto en su lugar otra que no funciona, y me remito a las pruebas: -La oruga sucia -Las ruedas sucias de haber rodado -Las pilas del MERCADONA, ala venga Amazon, defiende eso!!!",Negativa,toy
es_0531629,No pega de los bordes y por eso le entra mucho polvo a la pantalla. No compatible con fundas ya que levanta los bordes,Negativa,wireless
es_0998842,No es como se ve en la foto y además los dibujos no coinciden.,Negativa,home
es_0260480,No llegó el producto,Negativa,home
es_0518236,En un mes la batería se agota a los 10 minutos de funcionamiento Voy a ver si puedo hacer algo para que me lo reparen O si no me lo sustituyan o reintegren,Negativa,electronics
es_0918412,"Considero que es poco apropiado para un usuario amateur, como es mi caso, o que tengan poco espacio donde poder hacer todas las gestiones que requiere utilizar cola.",Negativa,sports
es_0198834,"Ha volado sólo una vez, después ya sólo desde el suelo se daba la vuelta y se ponía boca abajo.",Negativa,toy
es_0978701,No me trae las calcamonias y el coche una vez que le pones las pilas no tiene para apagarlo... Osea que tienes que desatornillar... Un poco decepcionante!,Negativa,toy
es_0280698,"No me ha gustado, esperaba algo práctico para llevar en el bolso y se aplica muy mal",Negativa,beauty
es_0228274,"Apenas he notado mejoría al cambiar la batería, probaré a resetearla para ver si mejora algo. El envía ha llegado en fecha",Negativa,electronics
es_0402554,"No me llegaron pelotas de fútbol, llegaron de baloncesto y dicen que las mandan al azar por lo que no me devuelven el dinero, sólo 5€ y sigo sin lo que necesitaba.",Negativa,toy
es_0301242,"No vale la pena, no hace nada.",Negativa,drugstore
es_0810792,Perdió el color al momento. Ahora es totalmente blanco. Al menos funciona correctamente. Tampoco podía esperar mucho más por lo que costaba.,Negativa,toy
es_0083963,Es muy pequeño para el precio que tiene. Apenas entran 2 subrayadores en cada apartado.,Negativa,office_product
es_0407885,"El diseño es bonito, pero muy pequeño",Negativa,jewelry
es_0025236,"Las bombillas por el precio que tienen están muy bien. Por ponerle algunos peros que el rango de detección no se puede regular ni el tiempo de encendido. La cantidad de luz y el índice cromático son buenos. Hay que utilizarla ""a pelo"" es decir sin plafones ni tulipas por en medio. Una de ellas puesta en un vestidor, ha dejado de funcionar a los 8 meses.",Negativa,home
es_0813250,"El bote que pedí llego sin precinto con perdidas del liquido en la caja. Si es normal esto, no recomiendo nada el producto. Espero alguna respuesta por parte del vendedor.",Negativa,beauty
es_0284486,"Ni a mi pareja ni a mi nos ha gustado, el efecto que da de ""calor"" nos ha resultado desagradable, tiene estrías que puede ser un punto a favor, pero la sensación pasado un par de minutos te quita las ganas.. Tiene olor a menta. Para el precio que tiene esperaba que aportará algo bueno al menos.",Negativa,drugstore
es_0336509,"No funciona desde que me ha llegado, solamente tiene un pitido constante y no saca nada de carga",Negativa,automotive
es_0901483,"La realidad es que no sólo cuesta muchísimo hacer tiras largas del producto, sino que además resulta muy cansado. Lo compré para probar pero la verdad es que he terminado usando una mandolina de las de toda la vida para hacer los espaguetis de verduras. No recomiendo este producto.",Negativa,home
es_0343662,"Con el primer uso ya se rompió, no lo volvería a comprar es de muy mala calidad,dinero perdido.no sirve ya que no lo pude utilizar ni una vez",Negativa,personal_care_appliances
es_0946621,Lo devolvi porque baila y es muy molesto al cambiar de marcha,Negativa,automotive
es_0085625,"COMO CHAMPU NO TIENE MUCHI VALOR,COMO CHAMPU ANTICAIDA NO HACE NADA LLEVO TRES MESE USANDOLO Y NO NOTO NADA. NO LO RECOMIENDO",Negativa,beauty
es_0935931,"El producto no llega en fecha y hay problemas con el transporte DHL, unos incompetentes",Negativa,apparel
es_0711699,Son demasiado duras y rallan las sartenes. Tengo otras compradas en un chino que son mejores y más baratas.,Negativa,home
es_0905234,NO LO USO NO FUNCIONA BIEN,Negativa,home_improvement
es_0715140,"Los tirantes están muy bien pero los clips se desmontan y es bastante engorroso montarlos de nuevo, ya que las piezas metálicas cuestan de volver a ponerlas en su titulo. Supongo que debe ser un fallo puntual del que yo compre, no creo que sea un problema generalizado.",Negativa,apparel
es_0824569,Lo compré el 17 de Enero y todavía no me ha llegado y estamos a 4 de Abril. No me han dado ninguna explicación tampoco.,Negativa,sports
es_0417452,Es una imitación y además bastante mala. He comprado este producto a otros vendedores por el mismo precio y no era falsa. Un engaño.,Negativa,beauty
es_0643533,"para una persona Mayor que necesita auriculares por su sordera y esta todo el dia en el Televisor necesita cargarlo 2 o 3 veces y cada carga cuesta cerca de 2 horas ,son comodos pero no resultan por su poca duración 4 horas",Negativa,electronics
es_0342359,No he recibido este pedido. El importe me lo han cobrado pero no lo he recibido. Lo anulé al día siguiente de pedirlo. Ruego devolver el importe.,Negativa,sports
es_0321747,Vino con la caja golpeada y no funcionaba bien....,Negativa,home
es_0569026,"Un chasco grande. Hemos tenido que devolverla porque el vapor sale por alrededor de la tapa , el problema es que la goma de la tapa es de silicona ( según el fabricante ). Fabuloso el servicio de Amazon que nos envió otra de inmediato, ya veremos qué pasa con esta, su tiene el mismo problema tendremos que ir a otra marca.",Negativa,home
es_0387196,"He seguido con mi rutina de gimnasio, y me he tomado una caja entera de los dos medicamentos después de un mes y tengo que decir, que no he notado ningún efecto de nada.",Negativa,drugstore
es_0867944,"Tacto fantástico y pega bien por los laterales y en la zona inferior. La parte superior parece que está pegada, pero no, levemente levantada y hace que le entre aire, polvo, arena y se queda sucio. El resto es perfecto, pero he tenido que cambiarlo porque al no pegar bien en la parte de arriba, además de la suciedad no me deja acceder bien a la barra de notificaciones. No lo recomiendo. Edito para reseñar que en solo cinco meses se le han hecho dos grietas al cristal. También para decir que la empresa ofrece garantía de por vida y se ha puesto en contacto conmigo para ofrecerme un reemplazo.",Negativa,wireless
es_0998640,"No permite regular la temperatura y lo peor, el vapor salpica la ropa con gotas de agua y la mancha. No la recomiendo para nada! Un error de compra.",Negativa,kitchen
es_0880731,Calidad un poco mala pero que se espera pars lo q vale,Negativa,apparel
es_0222825,Muy caro y dejo de funcionar al poco tiempo. Trae varios apliques. Pues el más grueso ya no funciona. Es como si no tuviese contacto eléctrico. No lo recomiendo. Los hay iguales y más baratos.,Negativa,beauty
es_0840779,El cable es demasiado rigido,Negativa,wireless
es_0608243,El soporte q se pega en el cristal despues de un par de veces de sacar y meter la camara ya no se quda fija .aver si aguanta las temperaturas porqué creo q se deforma con alta temperatura. Lo demas bien de momento para el precio que tiene. Pues no despues del verano ya se ha hinchó la parte de arriba donde va el soporte y ya no funciona.... muy mala elección,Negativa,wireless
es_0919441,"Hola fuera de que sean buenas o malas las toallas, NO COMPREIS estos productos ya que la cantidad de plástico que genera es brutal , cada toallita viene envuelta en 1 plástico individual para llorar .",Negativa,camera
es_0920814,Pues me llego pero le falta una pieza tiene un hueco de algo que falta e pedido la devolución para poder volver a comprarlo aber si llega bien,Negativa,baby_product
es_0437122,Estaba rota!!! La devolvi,Negativa,kitchen
es_0471068,"Muy facil de instalar, funciona correctamente y estéticamente queda muy bien. Pero el adhesivo al dia siguiente se empezó a despegar. Una pena",Negativa,home
es_0170381,"mala calidad, no hemos podido usarlo, lo hemos devuelto.",Negativa,home_improvement
es_0083941,"Taladra bastante bien, pero no muchas hojas y lo peor es que los taladros los hace muy cerca del borde, menos de 1 cm",Negativa,office_product
es_0429976,"No me gusta el titulo, pero realmente no tiene otro nombre, las tiras son super pequeñas en comparación con otras marcas y por precios inferiores. Estas las pegas y se despegan solas, comparado con otras marcas muy muy mala calidad y resultados... No las recomiendo comprar a nadie.",Negativa,drugstore
es_0966856,NO SE HA DESCARGADO MAS QUE UNA PARTE DEL LIBRO POR LO QUE ESTA INCOMPLETO ¡ ESPERO ME VUELVAN A EFECTUAR LA DESCARGA COMPLETA !,Negativa,digital_ebook_purchase
es_0842471,"Con estas cubiteras no tengo este problema, ya que por su diseño, no permiten que se derrame al agua al transportarlos al congelador, ni dentro del mismo, si los dejas oblicuos. Aparte, estaba harto de cubos pequeños que tienes que poner en un cafe/copa 4 ó 5 para que te enfríen. Con estas cubiteras, 1 ó, a lo sumo, 2. Compra redonda(y cuadrada)!",Negativa,home
es_0503685,No sirve para nada ni en casa ni fuera de ella,Negativa,lawn_and_garden
es_0712971,"ME RESULTO COMPLICADA SU COLOCACION Y TERMINO LLENO DE MANCHAS, PERO ES DE BUENA CALIDAD Y PROTEGE TODO EL FRENTE DEL IPHONE X",Negativa,wireless
es_0084099,Pasado el tiempo la pantalla táctil no va bien. A veces no capta nada bien el movimiento del dedo y te pones a insultar al móvil en la calle y la vida se hace un poco más absurda.,Negativa,wireless
es_0384721,no para nada bueno falta definición y no vale para algo decente se lo pasaron bien mis niñas jugando con ellas,Negativa,home_improvement
es_0714666,La he usado 5 veces y ya pierde agua por la unión !!,Negativa,lawn_and_garden
es_0856258,"Las compré para la campana extractora que venía con 3 halógenas. Las recibí hace un año y ya no me queda ninguna, las 10 fundidas. Lucen un poco menos que las halógenas, pero lo peor es la durabilidad. Una porqueria. No compréis este producto.",Negativa,home
es_0854746,"Me ha venido rota, por el precio que pagué no la he querido devolver, tengo que hacer palanca para abrir la tapa, no había posibilidad de cambio",Negativa,kitchen
es_0139222,Ni dos horas de autonomía. Lo he devuelto. Producto pésimo.,Negativa,electronics
es_0181850,No lo recomiendo es puro plástico y vale mucho para como es en la foto parece otra cosa no mea gustado,Negativa,jewelry
es_0144921,En ningún momento ves en algún sitio que estás comprando un solo bastón. Los bastones de Trail se compran por parejas pues necesitas los dos para desarrollar la práctica deportiva. Totalmente engañado con el producto cuando abres el paquete y solo viene un único bastón...,Negativa,sports
es_0392903,Llego en su debido tiempo pero pensé que era algo más grueso.Muy fino y pocas paginas,Negativa,book
es_0845979,"Lo compramos para que el crío tuviera su primer despertador y así que aprenda a tener autonomía para levantarse para ir al cole. Pero enseguida vimos una pega que resulta bastante importante: no tiene botón de apagado encima del despertador. Algo que nos parece de sentido común, no lo tiene este despertador. Por lo demás, es bonito y agradable a la vista. Pero siendo prácticos, al final preferimos un despertador cómodo de usar a diario por un niño (y no tener que darle la vuelta y buscar una palanqueta muy pequeña en la oscuridad). Poco recomendable.",Negativa,home
es_0618166,Aun no lo tengo no me llegó en la fecha prevista con lo cual en formalidad cero cuando los vea opinaré sobre ellos.,Negativa,beauty
es_0097469,Sinceramente esperaba algo mejor el material es malo duro para nada elástico rígido no te puedes ni mover cuando la llevas además no comprime bien no me gusto nada,Negativa,apparel
es_0435421,"Quiero devolver este pedido, se ha hecho por error. Quería el libro en papel",Negativa,digital_ebook_purchase
es_0923255,Elegí la cafetera de 6 tazas y dudo que cupieran ni 2. el material era el correcto pero es muy muy pequña,Negativa,home
es_0549150,"Hace menos de una semana que tenemos el móvil. Funcionaba genial, pero... Esta mañana se nos ha caído desde la altura del lavabo y se ha reventado la pantalla interna, con lo que se ha salido el líquido que lleva y nos va a costar la reparación unos 140 euros. Por supuesto que llevaba la carcasa, pero no ha servido para nada...",Negativa,wireless
es_0073818,"Fatal, después de mes y medio el producto no ha llegado.",Negativa,camera
es_0201028,"El producto estaba todo correcto pero no es lo que yo esperaba, solicite la devolucion por amazon y segui los pasos de pegar la hoja de devoluciones sin embargo han llegado a por el paquete y el transportista no se lo quiso llevae dado que decia que los codigos no correspondian con lo que el venia a recoger. No he solicitado la devolucion de nada más.¿Como puedo solicitar que vengan de nuevo a por el producto?¿Donde puedo mandar mi queja para que me den una solucion? Gracias, saludos",Negativa,electronics
es_0738278,"No me duró ni una semana muy blando, un suspenso en calidad, espera mucho más por el precio mejor el del chino",Negativa,wireless
es_0494875,"No me resultó cómodo llevar el brazalete. Era pequeño para mí, además no era estirable y dejaba marca en el brazo.",Negativa,wireless
es_0895201,No está mal dado su precio una carte muy minimalista pero se ve de mala calidad amén de ser muy complicado el acceder a las tarjetas pero que puedes pedir por 10€,Negativa,luggage
es_0214967,Compre este articulo para mi sobrino para navidad y cuando paso un día del plazo de entrega que me dieron llamo a preguntar y resulta que me han hecho un reembolso sin mi consentimiento. porque el paquete fue dañado en el transporte. tuve que volverlo a comprar a un precio mas caro. me pareció muy mal la forma en que se resolvió el problema. yo no tuve culpa y pague las consecuencias.,Negativa,toy
es_0849847,"El cinturón lo he probado en una carrera larga y la botella rebota bastante, a no ser que te la pongas detrás en lugar del lateral. La botella llena de agua termina callendose si no le pones el elástico que trae. Espero que no se rompa el elástico tal y como dicen otros en algunos comentarios.",Negativa,sports
es_0378012,no coincide la medida y tampoco se pega a la pantalla. muy malo.,Negativa,sports
es_0378326,La caja venía rota y uno d los paquetes de dentro abierto. La próxima vez devuelvo todo. Seur funciona muy mal en esta zona.,Negativa,other
es_0982566,"Lo compré para las gafas pero sinceramente creo que no vale para nada, no noto diferencia",Negativa,industrial_supplies
es_0321423,No han dado resultado ninguno,Negativa,drugstore
es_0092467,"Una basura, de muy mala calidad, ni lo llegamos a usar. Se rompió nada más sacarlo de la caja. Nada recomendable",Negativa,watch
es_0866148,"No me gustaron mucho, son de tamaño muy reducido y además van cosidas por el centro, lo que reduce bastante la posibilidad de meter cualquier regalito que sea un poco ancho. Hasta para chucherías se queda escaso.",Negativa,furniture
es_0723546,"Al menos en mi caso, no resulta efectivo. Se ajusta mal y se sale con mucha facilidad. Además, aún recién puesto, no experimento una mejora en la respiración.",Negativa,sports
es_0468977,"La foto del disfraz no tiene nada que ver con la realidad, el tejido y las costuras son diferentes, el cinturón que en la foto parece de polipiel y en unos colores, en la realidad es un textil pintado y con otros colores. Vamos que ni parecido.",Negativa,toy
es_0075717,"Esta muy bien, pero para beber es un poco incómodo porque la tapa no se puede quitar del todo y te da en la nariz cuando estás bebiendo",Negativa,home
es_0516346,"Llego roto, no va bien embalado y està roto. Y el cierre no va muy bien. El plastico es muy fino",Negativa,kitchen
es_0927644,"Ha llegado sin las tizas y no lleva ni mucho menos la cantidad de imanes que pone que lleva. Muy mal Encima, la tapa que serian las pizarras no queda bien encajada",Negativa,apparel
es_0646053,"He comprado dos para mis hijas y lo que voy a decir a continuacion ocurre con ambas.Tarda varios minutos eternos en encender y cuando lo hace siempre siempre da error en el sistema aunque luego funciona igual.Un amigo me ha tenido que instalar una versión de Android más moderna para paliar un poco este problema que para mi era insufrible,además pesa mucho y la durabilidad de la batería muy corta.En menos de un año la batería recién cargada dura dos horas.Antes duraba el doble.Anque he de reconocer que han tenido muchas cargas y podría ser normal.Se me cayó una al suelo y he comprado otra de 8 pulgadas de otra marca desconocida por cierto,y comparándolas no volvería jamás a comprar un ladrillo de éstos.",Negativa,pc
es_0989571,A mi hijo le gusto mucho pero el problema es cuando entro en la piscina el reloj tenia agua adentro y se supone que eso no tenía que pasar,Negativa,watch
es_0546042,"Decepcionada porque después de cambiarme la fecha de llegada, he tenido que reclamarlo dos veces y aún no ha llegado.",Negativa,home
